,0,1
0,-0.5,0.6781930359741293
1,-0.5,0.046743850941764364
2,-0.5,1.3441482024322962
3,-0.5,-0.1661691456079435
4,-0.5,0.4519422729743594
5,-0.5,1.0124856963664564
6,-0.5,1.462126247904408
7,-0.5,1.394667156642251
8,-0.5,0.8173733547110518
9,-0.5,-0.006777116808369454
10,-0.5,-0.09503974329559428
11,-0.5,1.1371085742660236
12,-0.5,-0.4555491826327802
13,-0.5,0.6974257033563569
14,-0.5,0.36044049564832537
15,-0.5,0.11853037538530642
16,-0.5,0.1267411016560107
17,-0.5,-0.07153569575572294
18,-0.5,0.38970967505338794
19,-0.5,1.324334028990017
20,1.0,0.9383585496989622
21,1.0,0.19485747200900194
22,1.0,0.8293774891155401
23,1.0,0.1628592824684989
24,1.0,0.5165039172538708
25,1.0,0.4516395787220242
26,1.0,1.21742527374615
27,1.0,-0.04693979219158817
28,1.0,1.4304352215926739
29,1.0,0.02937975302338036
30,1.0,1.282530508804529
31,1.0,0.13896749021344412
32,1.0,0.19618460792768389
33,1.0,-0.18018218334220237
34,1.0,0.48016853980385754
35,1.0,1.113456036835428
36,1.0,-0.49050871184251177
37,1.0,-0.14676303136334057
38,1.0,0.1435047508706322
39,1.0,-0.2326517990221839
40,0.59560800434617,1.5
41,0.19536465425670813,1.5
42,-0.37173003347246464,1.5
43,0.6065293805006049,1.5
44,-0.38651770998205953,1.5
45,-0.0015701703395808453,1.5
46,0.7308378283552028,1.5
47,0.11823534615463938,1.5
48,-0.08691220135084488,1.5
49,0.8182837854175364,1.5
50,0.22949889388827804,1.5
51,0.9584116950029529,1.5
52,0.5256574009833943,1.5
53,-0.06975031889183103,1.5
54,-0.48780071103967,1.5
55,-0.26663612322204716,1.5
56,-0.3547844998312515,1.5
57,-0.4148873571287303,1.5
58,0.3351507638798128,1.5
59,0.9073354486694856,1.5
60,0.9615695561503246,-0.5
61,0.959155803325582,-0.5
62,-0.3442203739442297,-0.5
63,0.0574899894244727,-0.5
64,0.09462492495838803,-0.5
65,0.10140523467581541,-0.5
66,-0.20944074957067316,-0.5
67,-0.08102171462751079,-0.5
68,0.3134694436854557,-0.5
69,-0.10264676261176447,-0.5
70,-0.2929459047922674,-0.5
71,0.868913468802921,-0.5
72,0.10331822735337681,-0.5
73,0.8702552038187821,-0.5
74,-0.08084164733914956,-0.5
75,0.29254266371262105,-0.5
76,0.15077736502034877,-0.5
77,0.4948174345925104,-0.5
78,-0.4669369311239223,-0.5
79,0.7711481963861817,-0.5
